key,vsm_enero,vsm_febrero,PagosVencidos_enero,PagosVencidos_febrero,RemainingDebt_enero,RemainingDebt_febrero,estado
3791,2686.1440000000002,2686.1440000000002,0,0,94.33,94.36,Estado de Mexico
3792,2686.1440000000002,2686.1440000000002,0,0,113.17,112.74,Estado de Mexico
3793,2686.1440000000002,2686.1440000000002,0,0,164.48,163.42,Estado de Mexico
3794,2686.1440000000002,2686.1440000000002,0,0,105.58,101.72,Estado de Mexico
3795,2686.1440000000002,2686.1440000000002,0,1,61.29,61.11,Distrito Federal
3796,2686.1440000000002,2686.1440000000002,0,0,14.84,13.73,Estado de Mexico
3797,2686.1440000000002,2686.1440000000002,0,0,122.91,121.68,Estado de Mexico
3798,2686.1440000000002,2686.1440000000002,0,0,128.38,128.98,Jalisco
3799,2686.1440000000002,2686.1440000000002,0,0,160.55,161.3,Estado de Mexico
3800,2686.1440000000002,2686.1440000000002,0,0,137.58,136.69,Estado de Mexico
3801,2686.1440000000002,2686.1440000000002,0,0,50.6,48.89,Estado de Mexico
3802,2686.1440000000002,2686.1440000000002,0,0,131.4,130.11,Estado de Mexico
3803,2686.1440000000002,2686.1440000000002,0,0,80.73,79.49,Estado de Mexico
3804,2686.1440000000002,2686.1440000000002,0,0,105.08,104.28,Estado de Mexico
3805,2686.1440000000002,2686.1440000000002,0,0,80.27,77.73,Estado de Mexico
3806,2686.1440000000002,2686.1440000000002,0,0,32.84,30.2,Estado de Mexico
3807,2686.1440000000002,2686.1440000000002,0,0,100.75,100.59,Estado de Mexico
3808,2686.1440000000002,2686.1440000000002,0,0,123.64,120.72,Estado de Mexico
3809,2686.1440000000002,2686.1440000000002,0,0,90.06,88.49,Estado de Mexico
3810,2686.1440000000002,2686.1440000000002,0,0,84.52,83.04,Estado de Mexico
3811,2686.1440000000002,2686.1440000000002,0,0,125.37,123.4,Estado de Mexico
3812,2686.1440000000002,2686.1440000000002,0,0,169.68,166.6,Estado de Mexico
3813,2686.1440000000002,2686.1440000000002,0,0,120.52,120.57,Estado de Mexico
3814,2686.1440000000002,2686.1440000000002,0,0,73.51,71.54,Estado de Mexico
3815,2686.1440000000002,2686.1440000000002,0,0,120.47,120.52,Estado de Mexico
3816,2686.1440000000002,2686.1440000000002,0,0,121.97,119.95,Queretaro
3817,2686.1440000000002,2686.1440000000002,0,0,86.99,85.67,Estado de Mexico
3818,2686.1440000000002,2686.1440000000002,0,0,145.98,144.91,Estado de Mexico
3819,2686.1440000000002,2686.1440000000002,0,0,94.89,92.59,Estado de Mexico
3820,2686.1440000000002,2686.1440000000002,0,1,95.1,96.62,Estado de Mexico
3821,2686.1440000000002,2686.1440000000002,0,0,130.95,130.01,Estado de Mexico
3822,2686.1440000000002,2686.1440000000002,0,0,162.94,161.82,Estado de Mexico
3823,2686.1440000000002,2686.1440000000002,0,0,103.55,101.99,Estado de Mexico
3824,2686.1440000000002,2686.1440000000002,0,0,137.48,135.9,Estado de Mexico
3825,2686.1440000000002,2686.1440000000002,0,0,102.0,100.52,Estado de Mexico
3826,2686.1440000000002,2686.1440000000002,0,0,70.58,70.09,Estado de Mexico
3827,2686.1440000000002,2686.1440000000002,3,4,101.58,103.1,Estado de Mexico
3828,2686.1440000000002,2686.1440000000002,0,0,90.62,89.71,Estado de Mexico
3829,2686.1440000000002,2686.1440000000002,0,0,141.82,140.98,Estado de Mexico
3830,2686.1440000000002,2686.1440000000002,0,0,96.1,95.14,Estado de Mexico
3831,2686.1440000000002,2686.1440000000002,0,0,117.28,117.83,Estado de Mexico
3832,2686.1440000000002,2686.1440000000002,0,0,118.77,119.32,Estado de Mexico
3833,2686.1440000000002,2686.1440000000002,0,1,2.67,0.0,Estado de Mexico
3834,2686.1440000000002,2686.1440000000002,2,0,140.37,132.11,Estado de Mexico
3835,2686.1440000000002,2686.1440000000002,0,0,89.27,87.95,Estado de Mexico
3836,2686.1440000000002,2686.1440000000002,0,0,78.09,76.79,Estado de Mexico
3837,2686.1440000000002,2686.1440000000002,0,0,96.44,96.41,Estado de Mexico
3838,2686.1440000000002,2686.1440000000002,0,0,44.98,42.42,Estado de Mexico
3839,2686.1440000000002,2686.1440000000002,0,0,179.24,176.26,Estado de Mexico
3840,2686.1440000000002,2686.1440000000002,1,1,139.19,136.53,Estado de Mexico
3841,2686.1440000000002,2686.1440000000002,0,0,126.82,124.54,Estado de Mexico
3842,2686.1440000000002,2686.1440000000002,0,0,135.71,133.3,Estado de Mexico
3843,2686.1440000000002,2686.1440000000002,0,0,107.82,106.86,Estado de Mexico
3844,2686.1440000000002,2686.1440000000002,0,0,42.2,41.35,Estado de Mexico
3845,2686.1440000000002,2686.1440000000002,0,0,87.18,85.61,Estado de Mexico
3846,2686.1440000000002,2686.1440000000002,0,0,97.93,95.02,Estado de Mexico
3847,2686.1440000000002,2686.1440000000002,0,0,63.71,62.77,Estado de Mexico
3848,2686.1440000000002,2686.1440000000002,1,0,191.59,188.81,Estado de Mexico
3849,2686.1440000000002,2686.1440000000002,0,1,108.05,105.17,Estado de Mexico
3850,2686.1440000000002,2686.1440000000002,0,0,133.89,134.52,Estado de Mexico
3851,2686.1440000000002,2686.1440000000002,0,0,137.56,136.31,Estado de Mexico
3852,2686.1440000000002,2686.1440000000002,0,0,57.41,55.03,Estado de Mexico
3853,2686.1440000000002,2686.1440000000002,0,1,94.96,95.01,Estado de Mexico
3854,2686.1440000000002,2686.1440000000002,0,0,274.68,267.72,Estado de Mexico
3855,2686.1440000000002,2686.1440000000002,0,0,141.22,137.57,Estado de Mexico
3856,2686.1440000000002,2686.1440000000002,3,0,40.26,37.33,Estado de Mexico
3857,2686.1440000000002,2686.1440000000002,0,0,106.06,104.15,Estado de Mexico
3858,2686.1440000000002,2686.1440000000002,0,0,83.81,81.61,Estado de Mexico
3859,2686.1440000000002,2686.1440000000002,0,0,23.31,21.98,Estado de Mexico
3860,2686.1440000000002,2686.1440000000002,0,1,96.33,93.42,Estado de Mexico
3861,2686.1440000000002,2686.1440000000002,0,0,37.45,34.91,Estado de Mexico
3862,2686.1440000000002,2686.1440000000002,0,0,62.68,62.28,Estado de Mexico
3863,2686.1440000000002,2686.1440000000002,0,0,119.73,117.63,Estado de Mexico
3864,2686.1440000000002,2686.1440000000002,0,0,109.8,107.83,Estado de Mexico
3865,2686.1440000000002,2686.1440000000002,0,0,102.81,99.58,Estado de Mexico
3866,2686.1440000000002,2686.1440000000002,0,0,126.03,124.4,Estado de Mexico
3867,2686.1440000000002,2686.1440000000002,0,0,69.77,65.58,Estado de Mexico
3868,2686.1440000000002,2686.1440000000002,0,0,124.51,123.57,Estado de Mexico
3869,2686.1440000000002,2686.1440000000002,0,0,117.79,116.84,Estado de Mexico
3870,2686.1440000000002,2686.1440000000002,0,0,118.94,118.18,Estado de Mexico
3871,2686.1440000000002,2686.1440000000002,0,0,48.37,45.54,Estado de Mexico
3872,2686.1440000000002,2686.1440000000002,0,0,122.24,120.06,Estado de Mexico
3873,2686.1440000000002,2686.1440000000002,0,0,123.8,121.98,Estado de Mexico
3874,2686.1440000000002,2686.1440000000002,0,0,114.63,113.96,Estado de Mexico
3875,2686.1440000000002,2686.1440000000002,0,0,96.47,93.63,Estado de Mexico
3876,2686.1440000000002,2686.1440000000002,0,0,84.37,81.62,Estado de Mexico
3877,2686.1440000000002,2686.1440000000002,0,0,36.12,34.04,Estado de Mexico
3878,2686.1440000000002,2686.1440000000002,1,1,106.51,106.56,Estado de Mexico
3879,2686.1440000000002,2686.1440000000002,0,0,98.51,97.2,Estado de Mexico
3880,2686.1440000000002,2686.1440000000002,0,0,106.52,105.46,Estado de Mexico
3881,2686.1440000000002,2686.1440000000002,0,0,74.95,73.63,Estado de Mexico
3882,2686.1440000000002,2686.1440000000002,0,0,83.01,81.26,Estado de Mexico
3883,2686.1440000000002,2686.1440000000002,0,0,94.84,92.64,Estado de Mexico
3884,2686.1440000000002,2686.1440000000002,0,1,104.08,104.56,Jalisco
3885,2686.1440000000002,2686.1440000000002,0,0,113.23,112.4,Estado de Mexico
3886,2686.1440000000002,2686.1440000000002,2,2,112.5,111.12,Estado de Mexico
3887,2686.1440000000002,2686.1440000000002,0,0,117.13,114.84,Estado de Mexico
3888,2686.1440000000002,2686.1440000000002,0,0,103.05,101.54,Estado de Mexico
3889,2686.1440000000002,2686.1440000000002,0,0,138.92,138.91,Estado de Mexico
3890,2686.1440000000002,2686.1440000000002,0,0,90.39,88.16,Estado de Mexico
3891,2686.1440000000002,2686.1440000000002,0,0,114.01,113.25,Estado de Mexico
3892,2686.1440000000002,2686.1440000000002,0,0,86.99,85.52,Estado de Mexico
3893,2686.1440000000002,2686.1440000000002,0,0,124.44,123.61,Estado de Mexico
3894,2686.1440000000002,2686.1440000000002,0,0,106.55,106.76,Estado de Mexico
3895,2686.1440000000002,2686.1440000000002,0,0,110.52,108.96,Estado de Mexico
3896,2686.1440000000002,2686.1440000000002,0,0,129.97,129.11,Estado de Mexico
3897,2686.1440000000002,2686.1440000000002,0,0,154.24,150.65,Estado de Mexico
3898,2686.1440000000002,2686.1440000000002,0,0,127.82,125.53,Estado de Mexico
3899,2686.1440000000002,2686.1440000000002,0,0,84.62,81.76,Estado de Mexico
3900,2686.1440000000002,2686.1440000000002,0,0,94.08,92.72,Estado de Mexico
3901,2686.1440000000002,2686.1440000000002,0,0,143.5,142.55,Estado de Mexico
3902,2686.1440000000002,2686.1440000000002,0,1,119.64,121.47,Estado de Mexico
3903,2686.1440000000002,2686.1440000000002,0,1,103.97,103.29,Jalisco
3904,2686.1440000000002,2686.1440000000002,0,0,117.47,116.83,Estado de Mexico
3905,2686.1440000000002,2686.1440000000002,0,0,127.0,127.71,Estado de Mexico
3906,2686.1440000000002,2686.1440000000002,0,0,74.9,74.35,Estado de Mexico
3907,2686.1440000000002,2686.1440000000002,0,0,170.27,169.14,Estado de Mexico
3908,2686.1440000000002,2686.1440000000002,0,0,130.29,129.43,Estado de Mexico
3909,2686.1440000000002,2686.1440000000002,0,0,158.73,157.56,Estado de Mexico
3910,2686.1440000000002,2686.1440000000002,0,0,113.12,110.38,Estado de Mexico
3911,2686.1440000000002,2686.1440000000002,0,0,73.34,72.29,Estado de Mexico
3912,2686.1440000000002,2686.1440000000002,0,0,30.4,28.41,Estado de Mexico
3913,2686.1440000000002,2686.1440000000002,0,0,63.29,61.85,Estado de Mexico
3914,2686.1440000000002,2686.1440000000002,0,0,98.73,98.08,Estado de Mexico
3915,2686.1440000000002,2686.1440000000002,0,0,99.87,100.05,Estado de Mexico
3916,2686.1440000000002,2686.1440000000002,0,0,165.04,163.95,Estado de Mexico
3917,2686.1440000000002,2686.1440000000002,0,0,108.43,107.72,Estado de Mexico
3918,2686.1440000000002,2686.1440000000002,0,0,103.81,101.57,Estado de Mexico
3919,2686.1440000000002,2686.1440000000002,0,0,113.91,112.23,Estado de Mexico
3920,2686.1440000000002,2686.1440000000002,1,2,37.67,36.63,Estado de Mexico
3921,2686.1440000000002,2686.1440000000002,0,0,148.56,146.37,Estado de Mexico
3922,2686.1440000000002,2686.1440000000002,0,0,177.75,175.18,Estado de Mexico
3923,2686.1440000000002,2686.1440000000002,0,0,64.65,63.43,Estado de Mexico
3924,2686.1440000000002,2686.1440000000002,0,0,76.79,75.55,Estado de Mexico
3925,2686.1440000000002,2686.1440000000002,0,0,76.25,75.67,Estado de Mexico
3926,2686.1440000000002,2686.1440000000002,1,1,119.49,117.44,Estado de Mexico
3927,2686.1440000000002,2686.1440000000002,0,0,78.04,75.66,Estado de Mexico
3928,2686.1440000000002,2686.1440000000002,0,0,120.25,120.77,Estado de Mexico
3929,2686.1440000000002,2686.1440000000002,0,0,58.89,56.79,Estado de Mexico
3930,2686.1440000000002,2686.1440000000002,1,0,140.07,137.77,Estado de Mexico
3931,2686.1440000000002,2686.1440000000002,0,0,32.65,30.45,Estado de Mexico
3932,2686.1440000000002,2686.1440000000002,0,0,90.6,89.32,Estado de Mexico
3933,2686.1440000000002,2686.1440000000002,0,0,125.12,121.2,Estado de Mexico
3934,2686.1440000000002,2686.1440000000002,0,0,75.26,73.09,Estado de Mexico
3935,2686.1440000000002,2686.1440000000002,0,0,67.22,65.29,Estado de Mexico
3936,2686.1440000000002,2686.1440000000002,0,0,122.77,121.96,Estado de Mexico
3937,2686.1440000000002,2686.1440000000002,0,0,93.35,92.13,Estado de Mexico
3938,2686.1440000000002,2686.1440000000002,0,0,83.51,80.9,Jalisco
3939,2686.1440000000002,2686.1440000000002,0,0,129.94,127.59,Estado de Mexico
3940,2686.1440000000002,2686.1440000000002,0,0,99.16,95.97,Estado de Mexico
3941,2686.1440000000002,2686.1440000000002,0,0,169.31,168.22,Estado de Mexico
3942,2686.1440000000002,2686.1440000000002,0,0,163.21,163.97,Estado de Mexico
3943,2686.1440000000002,2686.1440000000002,2,2,128.32,121.22,Estado de Mexico
3944,2686.1440000000002,2686.1440000000002,0,0,98.38,97.3,Estado de Mexico
3945,2686.1440000000002,2686.1440000000002,0,0,95.19,93.4,Estado de Mexico
3946,2686.1440000000002,2686.1440000000002,0,0,130.86,131.49,Jalisco
3947,2686.1440000000002,2686.1440000000002,0,0,167.22,166.01,Estado de Mexico
3948,2686.1440000000002,2686.1440000000002,0,0,134.35,133.53,Estado de Mexico
3949,2686.1440000000002,2686.1440000000002,0,0,166.27,167.07,Estado de Mexico
3950,2686.1440000000002,2686.1440000000002,0,0,70.72,67.87,Estado de Mexico
3951,2686.1440000000002,2686.1440000000002,0,0,73.17,71.07,Estado de Mexico
3952,2686.1440000000002,2686.1440000000002,0,0,107.54,106.27,Estado de Mexico
3953,2686.1440000000002,2686.1440000000002,0,0,160.02,159.15,Jalisco
3954,2686.1440000000002,2686.1440000000002,0,0,138.28,137.43,Estado de Mexico
3955,2686.1440000000002,2686.1440000000002,0,0,96.09,94.73,Estado de Mexico
3956,2686.1440000000002,2686.1440000000002,0,0,37.19,36.34,Estado de Mexico
3957,2686.1440000000002,2686.1440000000002,0,0,48.09,47.2,Estado de Mexico
3958,2686.1440000000002,2686.1440000000002,0,0,93.14,90.97,Estado de Mexico
3959,2686.1440000000002,2686.1440000000002,0,0,92.32,91.72,Estado de Mexico
3960,2686.1440000000002,2686.1440000000002,0,0,78.54,77.34,Estado de Mexico
3961,2686.1440000000002,2686.1440000000002,0,0,96.7,96.03,Estado de Mexico
3962,2686.1440000000002,2686.1440000000002,0,1,55.76,54.98,Estado de Mexico
3963,2686.1440000000002,2686.1440000000002,0,0,73.04,70.53,Estado de Mexico
3964,2686.1440000000002,2686.1440000000002,0,0,126.89,126.07,Estado de Mexico
3965,2686.1440000000002,2686.1440000000002,1,0,143.56,142.72,Estado de Mexico
3966,2686.1440000000002,2686.1440000000002,0,0,141.93,141.24,Estado de Mexico
3967,2686.1440000000002,2686.1440000000002,0,0,115.0,113.05,Estado de Mexico
3968,2686.1440000000002,2686.1440000000002,1,2,86.34,85.83,Estado de Mexico
3969,2686.1440000000002,2686.1440000000002,0,0,115.7,114.57,Estado de Mexico
3970,2686.1440000000002,2686.1440000000002,0,0,55.84,53.17,Estado de Mexico
3971,2686.1440000000002,2686.1440000000002,0,0,155.6,154.1,Estado de Mexico
3972,2686.1440000000002,2686.1440000000002,0,0,117.71,115.37,Estado de Mexico
3973,2686.1440000000002,2686.1440000000002,0,0,113.28,113.84,Estado de Mexico
3974,2686.1440000000002,2686.1440000000002,0,0,214.03,212.77,Estado de Mexico
3975,2686.1440000000002,2686.1440000000002,0,0,110.32,108.42,Estado de Mexico
3976,2686.1440000000002,2686.1440000000002,0,0,132.13,131.3,Estado de Mexico
3977,2686.1440000000002,2686.1440000000002,0,0,145.34,144.4,Estado de Mexico
3978,2686.1440000000002,2686.1440000000002,0,0,183.93,181.28,Estado de Mexico
3979,2686.1440000000002,2686.1440000000002,0,0,130.42,126.78,Estado de Mexico
3980,2686.1440000000002,2686.1440000000002,0,0,109.71,107.74,Estado de Mexico
3981,2686.1440000000002,2686.1440000000002,0,0,108.92,108.22,Estado de Mexico
3982,2686.1440000000002,2686.1440000000002,0,1,145.49,142.97,Estado de Mexico
3983,2686.1440000000002,2686.1440000000002,0,0,106.72,104.71,Estado de Mexico
3984,2686.1440000000002,2686.1440000000002,0,0,118.3,115.73,Estado de Mexico
3985,2686.1440000000002,2686.1440000000002,0,0,14.92,10.87,Estado de Mexico
3986,2686.1440000000002,2686.1440000000002,0,0,124.95,125.22,Estado de Mexico
3987,2686.1440000000002,2686.1440000000002,0,0,158.25,157.2,Estado de Mexico
3988,2686.1440000000002,2686.1440000000002,0,0,252.66,252.83,Estado de Mexico
3989,2686.1440000000002,2686.1440000000002,0,0,41.78,37.09,Estado de Mexico
3990,2686.1440000000002,2686.1440000000002,0,0,112.04,111.35,Estado de Mexico
3991,2686.1440000000002,2686.1440000000002,0,0,60.55,58.06,Estado de Mexico
3992,2686.1440000000002,2686.1440000000002,0,0,128.6,128.73,Jalisco
3993,2686.1440000000002,2686.1440000000002,0,0,154.99,153.18,Jalisco
3994,2686.1440000000002,2686.1440000000002,0,0,77.46,77.11,Estado de Mexico
3995,2686.1440000000002,2686.1440000000002,0,0,95.93,92.3,Estado de Mexico
3996,2686.1440000000002,2686.1440000000002,0,0,26.39,24.83,Estado de Mexico
3997,2686.1440000000002,2686.1440000000002,0,0,104.46,103.78,Estado de Mexico
3998,2686.1440000000002,2686.1440000000002,0,0,100.93,99.03,Estado de Mexico
3999,2686.1440000000002,2686.1440000000002,0,0,83.06,80.79,Estado de Mexico
4000,2686.1440000000002,2686.1440000000002,0,0,82.16,78.79,Estado de Mexico
4001,2686.1440000000002,2686.1440000000002,0,0,107.64,105.82,Estado de Mexico
4002,2686.1440000000002,2686.1440000000002,0,0,119.69,118.06,Jalisco
4003,2686.1440000000002,2686.1440000000002,0,0,87.01,86.4,Estado de Mexico
4004,2686.1440000000002,2686.1440000000002,0,0,80.71,79.23,Estado de Mexico
4005,2686.1440000000002,2686.1440000000002,0,0,97.94,97.38,Estado de Mexico
4006,2686.1440000000002,2686.1440000000002,0,0,116.35,114.81,Estado de Mexico
4007,2686.1440000000002,2686.1440000000002,0,0,85.96,84.58,Estado de Mexico
4008,2686.1440000000002,2686.1440000000002,0,0,7.35,5.58,Estado de Mexico
4009,2686.1440000000002,2686.1440000000002,0,0,99.99,99.19,Estado de Mexico
4010,2686.1440000000002,2686.1440000000002,0,0,90.14,90.86,Estado de Mexico
4011,2686.1440000000002,2686.1440000000002,0,1,158.14,155.45,Jalisco
4012,2686.1440000000002,2686.1440000000002,0,0,105.86,105.21,Estado de Mexico
4013,2686.1440000000002,2686.1440000000002,0,0,116.74,115.13,Estado de Mexico
4014,2686.1440000000002,2686.1440000000002,0,0,52.47,51.02,Estado de Mexico
4015,2686.1440000000002,2686.1440000000002,0,0,62.52,62.57,Estado de Mexico
4016,2686.1440000000002,2686.1440000000002,0,0,120.62,117.32,Estado de Mexico
4017,2686.1440000000002,2686.1440000000002,0,0,170.7,165.17,Estado de Mexico
4018,2686.1440000000002,2686.1440000000002,0,0,101.49,101.62,Estado de Mexico
4019,2686.1440000000002,2686.1440000000002,0,0,100.45,99.29,Estado de Mexico
4020,2686.1440000000002,2686.1440000000002,0,0,53.84,49.22,Estado de Mexico
4021,2686.1440000000002,2686.1440000000002,0,0,153.95,154.72,Estado de Mexico
4022,2686.1440000000002,2686.1440000000002,0,0,26.92,26.33,Estado de Mexico
4023,2686.1440000000002,2686.1440000000002,0,0,65.45,64.34,Estado de Mexico
4024,2686.1440000000002,2686.1440000000002,0,0,126.19,125.41,Estado de Mexico
4025,2686.1440000000002,2686.1440000000002,0,0,121.94,120.35,Estado de Mexico
4026,2686.1440000000002,2686.1440000000002,0,0,154.97,152.31,Estado de Mexico
4027,2686.1440000000002,2686.1440000000002,0,0,77.24,75.39,Estado de Mexico
4028,2686.1440000000002,2686.1440000000002,0,0,41.47,38.4,Estado de Mexico
4029,2686.1440000000002,2686.1440000000002,0,0,116.61,114.06,Estado de Mexico
4030,2686.1440000000002,2686.1440000000002,0,0,90.54,87.51,Estado de Mexico
4031,2686.1440000000002,2686.1440000000002,0,0,109.06,109.51,Estado de Mexico
4032,2686.1440000000002,2686.1440000000002,0,0,140.28,139.43,Estado de Mexico
4033,2686.1440000000002,2686.1440000000002,0,0,98.6,98.0,Estado de Mexico
4034,2686.1440000000002,2686.1440000000002,0,0,52.74,49.05,Estado de Mexico
4035,2686.1440000000002,2686.1440000000002,0,0,135.53,134.62,Estado de Mexico
4036,2686.1440000000002,2686.1440000000002,0,0,38.11,36.45,Estado de Mexico
4037,2686.1440000000002,2686.1440000000002,0,0,38.95,37.34,Estado de Mexico
4038,2686.1440000000002,2686.1440000000002,0,0,131.26,128.94,Estado de Mexico
4039,2686.1440000000002,2686.1440000000002,1,1,96.49,95.24,Estado de Mexico
4040,2686.1440000000002,2686.1440000000002,0,0,152.15,151.2,Estado de Mexico
4041,2686.1440000000002,2686.1440000000002,0,0,155.14,154.19,Estado de Mexico
4042,2686.1440000000002,2686.1440000000002,0,0,129.36,127.65,Estado de Mexico
4043,2686.1440000000002,2686.1440000000002,0,0,157.78,156.81,Estado de Mexico
4044,2686.1440000000002,2686.1440000000002,0,0,186.65,185.66,Estado de Mexico
4045,2686.1440000000002,2686.1440000000002,0,0,57.46,56.88,Estado de Mexico
4046,2686.1440000000002,2686.1440000000002,0,0,16.16,3.17,Estado de Mexico
4047,2686.1440000000002,2686.1440000000002,0,0,189.68,186.44,Estado de Mexico
4048,2686.1440000000002,2686.1440000000002,0,0,124.16,123.28,Estado de Mexico
4049,2686.1440000000002,2686.1440000000002,0,0,116.85,113.57,Estado de Mexico
4050,2686.1440000000002,2686.1440000000002,0,0,146.97,146.03,Estado de Mexico
4051,2686.1440000000002,2686.1440000000002,0,0,123.55,121.95,Estado de Mexico
4052,2686.1440000000002,2686.1440000000002,0,0,149.26,148.25,Estado de Mexico
4053,2686.1440000000002,2686.1440000000002,0,0,100.67,99.6,Estado de Mexico
4054,2686.1440000000002,2686.1440000000002,0,0,121.68,120.12,Estado de Mexico
4055,2686.1440000000002,2686.1440000000002,0,0,149.96,149.06,Estado de Mexico
4056,2686.1440000000002,2686.1440000000002,0,0,207.83,207.47,Estado de Mexico
4057,2686.1440000000002,2686.1440000000002,0,1,124.31,122.6,Estado de Mexico
4058,2686.1440000000002,2686.1440000000002,0,0,141.89,140.99,Estado de Mexico
4059,2686.1440000000002,2686.1440000000002,0,0,152.21,148.12,Estado de Mexico
4060,2686.1440000000002,2686.1440000000002,0,0,144.89,142.75,Estado de Mexico
4061,2686.1440000000002,2686.1440000000002,0,0,121.66,120.1,Estado de Mexico
4062,2686.1440000000002,2686.1440000000002,1,1,146.25,146.93,Estado de Mexico
4063,2686.1440000000002,2686.1440000000002,0,0,125.99,124.37,Estado de Mexico
4064,2686.1440000000002,2686.1440000000002,0,0,124.9,123.28,Estado de Mexico
4065,2686.1440000000002,2686.1440000000002,0,0,111.29,110.63,Estado de Mexico
4066,2686.1440000000002,2686.1440000000002,0,0,273.24,271.93,Estado de Mexico
4067,2686.1440000000002,2686.1440000000002,0,0,131.05,129.06,Estado de Mexico
4068,2686.1440000000002,2686.1440000000002,0,0,82.59,81.45,Estado de Mexico
4069,2686.1440000000002,2686.1440000000002,0,0,104.75,104.13,Estado de Mexico
4070,2686.1440000000002,2686.1440000000002,0,0,121.19,119.64,Estado de Mexico
4071,2686.1440000000002,2686.1440000000002,0,0,124.21,122.42,Estado de Mexico
4072,2686.1440000000002,2686.1440000000002,0,0,152.87,151.94,Estado de Mexico
4073,2686.1440000000002,2686.1440000000002,0,0,66.59,63.34,Estado de Mexico
4074,2686.1440000000002,2686.1440000000002,0,0,108.78,106.6,Estado de Mexico
4075,2686.1440000000002,2686.1440000000002,0,0,110.13,108.54,Estado de Mexico
4076,2686.1440000000002,2686.1440000000002,0,0,35.12,24.99,Estado de Mexico
4077,2686.1440000000002,2686.1440000000002,0,0,91.12,89.32,Estado de Mexico
4078,2686.1440000000002,2686.1440000000002,0,0,126.75,123.42,Estado de Mexico
4079,2686.1440000000002,2686.1440000000002,1,0,155.45,154.63,Estado de Mexico
4080,2686.1440000000002,2686.1440000000002,0,0,157.21,154.55,Estado de Mexico
4081,2686.1440000000002,2686.1440000000002,0,0,127.88,126.26,Estado de Mexico
4082,2686.1440000000002,2686.1440000000002,0,0,141.07,140.22,Estado de Mexico
4083,2686.1440000000002,2686.1440000000002,0,0,131.59,130.81,Estado de Mexico
4084,2686.1440000000002,2686.1440000000002,0,0,120.68,117.86,Estado de Mexico
4085,2686.1440000000002,2686.1440000000002,0,0,25.02,18.85,Estado de Mexico
4086,2686.1440000000002,2686.1440000000002,0,0,143.95,141.53,Estado de Mexico
4087,2686.1440000000002,2686.1440000000002,0,0,120.58,118.87,Estado de Mexico
4088,2686.1440000000002,2686.1440000000002,0,0,127.98,126.38,Estado de Mexico
4089,2686.1440000000002,2686.1440000000002,0,0,147.84,146.63,Estado de Mexico
4090,2686.1440000000002,2686.1440000000002,0,0,61.48,57.53,Estado de Mexico
4091,2686.1440000000002,2686.1440000000002,0,0,158.48,157.55,Estado de Mexico
4092,2686.1440000000002,2686.1440000000002,1,1,156.18,154.24,Estado de Mexico
4093,2686.1440000000002,2686.1440000000002,0,0,148.32,146.77,Estado de Mexico
4094,2686.1440000000002,2686.1440000000002,0,0,95.91,91.93,Distrito Federal
4095,2686.1440000000002,2686.1440000000002,0,0,70.86,67.39,Estado de Mexico
4096,2686.1440000000002,2686.1440000000002,0,0,97.93,96.71,Estado de Mexico
4097,2686.1440000000002,2686.1440000000002,0,0,212.99,209.44,Estado de Mexico
4098,2686.1440000000002,2686.1440000000002,0,0,135.0,137.13,Estado de Mexico
4099,2686.1440000000002,2686.1440000000002,1,1,150.64,150.11,Distrito Federal
4100,2686.1440000000002,2686.1440000000002,0,0,120.1,118.29,Estado de Mexico
4101,2686.1440000000002,2686.1440000000002,0,0,110.87,109.02,Estado de Mexico
4102,2686.1440000000002,2686.1440000000002,0,0,179.82,178.39,Estado de Mexico
4103,2686.1440000000002,2686.1440000000002,0,0,115.87,114.18,Estado de Mexico
4104,2686.1440000000002,2686.1440000000002,0,0,137.3,134.37,Estado de Mexico
4105,2686.1440000000002,2686.1440000000002,0,0,115.58,114.3,Estado de Mexico
4106,2686.1440000000002,2686.1440000000002,0,0,139.52,136.91,Estado de Mexico
4107,2686.1440000000002,2686.1440000000002,0,0,159.36,157.17,Distrito Federal
4108,2686.1440000000002,2686.1440000000002,0,0,105.5,99.96,Distrito Federal
4109,2686.1440000000002,2686.1440000000002,0,0,151.59,150.7,Estado de Mexico
4110,2686.1440000000002,2686.1440000000002,0,0,75.54,72.15,Estado de Mexico
4111,2686.1440000000002,2686.1440000000002,0,0,67.59,63.28,Estado de Mexico
4112,2686.1440000000002,2686.1440000000002,0,0,114.27,111.57,Estado de Mexico
4113,2686.1440000000002,2686.1440000000002,0,0,157.8,158.25,Estado de Mexico
4114,2686.1440000000002,2686.1440000000002,0,0,93.1,91.01,Estado de Mexico
4115,2686.1440000000002,2686.1440000000002,0,0,125.25,123.75,Estado de Mexico
4116,2686.1440000000002,2686.1440000000002,0,0,131.78,130.88,Estado de Mexico
4117,2686.1440000000002,2686.1440000000002,0,0,87.0,84.53,Estado de Mexico
4118,2686.1440000000002,2686.1440000000002,0,0,98.56,96.7,Estado de Mexico
4119,2686.1440000000002,2686.1440000000002,0,0,48.15,46.02,Estado de Mexico
4120,2686.1440000000002,2686.1440000000002,0,0,154.05,151.49,Estado de Mexico
4121,2686.1440000000002,2686.1440000000002,0,0,110.31,108.78,Estado de Mexico
4122,2686.1440000000002,2686.1440000000002,0,0,111.86,111.53,Estado de Mexico
